Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
"Mon, Dec 4, 2017",8:00 pm,Cleveland Cavaliers,113.0,Chicago Bulls,91.0,Box Score,,21323.0,
"Mon, Dec 4, 2017",7:00 pm,Orlando Magic,94.0,Charlotte Hornets,104.0,Box Score,,14419.0,
"Mon, Dec 4, 2017",8:30 pm,Denver Nuggets,105.0,Dallas Mavericks,122.0,Box Score,,19419.0,
"Mon, Dec 4, 2017",7:00 pm,New York Knicks,97.0,Indiana Pacers,115.0,Box Score,,12018.0,
"Mon, Dec 4, 2017",8:00 pm,Minnesota Timberwolves,92.0,Memphis Grizzlies,95.0,Box Score,,14012.0,
"Mon, Dec 4, 2017",8:00 pm,Golden State Warriors,125.0,New Orleans Pelicans,115.0,Box Score,,17004.0,
"Mon, Dec 4, 2017",7:00 pm,Phoenix Suns,115.0,Philadelphia 76ers,101.0,Box Score,,20564.0,
"Mon, Dec 4, 2017",8:30 pm,Detroit Pistons,93.0,San Antonio Spurs,96.0,Box Score,,18288.0,
"Mon, Dec 4, 2017",9:00 pm,Washington Wizards,69.0,Utah Jazz,116.0,Box Score,,17227.0,
"Tue, Dec 5, 2017",8:00 pm,Utah Jazz,94.0,Oklahoma City Thunder,100.0,Box Score,,18203.0,
"Tue, Dec 5, 2017",10:00 pm,Washington Wizards,106.0,Portland Trail Blazers,92.0,Box Score,,19241.0,
"Tue, Dec 5, 2017",7:30 pm,Phoenix Suns,113.0,Toronto Raptors,126.0,Box Score,,19800.0,
"Wed, Dec 6, 2017",7:30 pm,Dallas Mavericks,90.0,Boston Celtics,97.0,Box Score,,18624.0,
"Wed, Dec 6, 2017",8:00 pm,Golden State Warriors,101.0,Charlotte Hornets,87.0,Box Score,,19334.0,
"Wed, Dec 6, 2017",7:00 pm,Sacramento Kings,95.0,Cleveland Cavaliers,101.0,Box Score,,20562.0,
"Wed, Dec 6, 2017",7:00 pm,Chicago Bulls,96.0,Indiana Pacers,98.0,Box Score,,13013.0,
"Wed, Dec 6, 2017",10:30 pm,Minnesota Timberwolves,113.0,Los Angeles Clippers,107.0,Box Score,,15951.0,
"Wed, Dec 6, 2017",8:00 pm,Detroit Pistons,100.0,Milwaukee Bucks,104.0,Box Score,,15841.0,
"Wed, Dec 6, 2017",8:00 pm,Denver Nuggets,114.0,New Orleans Pelicans,123.0,Box Score,,15353.0,
"Wed, Dec 6, 2017",7:30 pm,Memphis Grizzlies,88.0,New York Knicks,99.0,Box Score,,19812.0,
"Wed, Dec 6, 2017",7:00 pm,Atlanta Hawks,106.0,Orlando Magic,110.0,Box Score,OT,16167.0,
"Wed, Dec 6, 2017",8:30 pm,Miami Heat,105.0,San Antonio Spurs,117.0,Box Score,,18252.0,
"Thu, Dec 7, 2017",10:00 pm,Oklahoma City Thunder,95.0,Brooklyn Nets,100.0,Box Score,,20562.0,
"Thu, Dec 7, 2017",8:00 pm,Los Angeles Lakers,107.0,Philadelphia 76ers,104.0,Box Score,,20495.0,
"Thu, Dec 7, 2017",9:00 pm,Washington Wizards,109.0,Phoenix Suns,99.0,Box Score,,15925.0,
"Thu, Dec 7, 2017",10:30 pm,Houston Rockets,112.0,Utah Jazz,101.0,Box Score,,18306.0,
"Fri, Dec 8, 2017",7:00 pm,Chicago Bulls,119.0,Charlotte Hornets,111.0,Box Score,OT,14077.0,
"Fri, Dec 8, 2017",7:00 pm,Golden State Warriors,102.0,Detroit Pistons,98.0,Box Score,,20491.0,
"Fri, Dec 8, 2017",7:00 pm,Cleveland Cavaliers,102.0,Indiana Pacers,106.0,Box Score,,17032.0,
"Fri, Dec 8, 2017",8:00 pm,Toronto Raptors,116.0,Memphis Grizzlies,107.0,Box Score,,15417.0,
"Fri, Dec 8, 2017",8:00 pm,Dallas Mavericks,102.0,Milwaukee Bucks,109.0,Box Score,,15889.0,
"Fri, Dec 8, 2017",8:00 pm,Sacramento Kings,116.0,New Orleans Pelicans,109.0,Box Score,OT,15019.0,
"Fri, Dec 8, 2017",7:00 pm,Denver Nuggets,103.0,Orlando Magic,89.0,Box Score,,16024.0,
"Fri, Dec 8, 2017",9:30 pm,Boston Celtics,102.0,San Antonio Spurs,105.0,Box Score,,18418.0,
"Sat, Dec 9, 2017",7:30 pm,Orlando Magic,110.0,Atlanta Hawks,117.0,Box Score,,12719.0,
"Sat, Dec 9, 2017",6:00 pm,Miami Heat,101.0,Brooklyn Nets,89.0,Box Score,,19777.0,
"Sat, Dec 9, 2017",8:00 pm,New York Knicks,102.0,Chicago Bulls,104.0,Box Score,,20149.0,
"Sat, Dec 9, 2017",7:00 pm,Los Angeles Lakers,110.0,Charlotte Hornets,99.0,Box Score,,19320.0,
"Sat, Dec 9, 2017",8:00 pm,Philadelphia 76ers,98.0,Cleveland Cavaliers,105.0,Box Score,,20562.0,
"Sat, Dec 9, 2017",3:30 pm,Washington Wizards,112.0,Los Angeles Clippers,113.0,Box Score,,15739.0,
"Sat, Dec 9, 2017",9:00 pm,Oklahoma City Thunder,102.0,Memphis Grizzlies,101.0,Box Score,OT,17794.0,
"Sat, Dec 9, 2017",8:30 pm,Utah Jazz,100.0,Milwaukee Bucks,117.0,Box Score,,16675.0,
"Sat, Dec 9, 2017",9:00 pm,San Antonio Spurs,104.0,Phoenix Suns,101.0,Box Score,,16575.0,
"Sat, Dec 9, 2017",10:00 pm,Houston Rockets,124.0,Portland Trail Blazers,117.0,Box Score,,19503.0,
"Sun, Dec 10, 2017",4:00 pm,Boston Celtics,91.0,Detroit Pistons,81.0,Box Score,,18776.0,
"Sun, Dec 10, 2017",5:00 pm,Denver Nuggets,116.0,Indiana Pacers,126.0,Box Score,OT,14587.0,
"Sun, Dec 10, 2017",7:00 pm,Dallas Mavericks,92.0,Minnesota Timberwolves,97.0,Box Score,,13094.0,
"Sun, Dec 10, 2017",7:00 pm,Philadelphia 76ers,124.0,New Orleans Pelicans,131.0,Box Score,,16878.0,
"Sun, Dec 10, 2017",7:30 pm,Atlanta Hawks,107.0,New York Knicks,111.0,Box Score,,19189.0,
"Sun, Dec 10, 2017",3:30 pm,Toronto Raptors,102.0,Sacramento Kings,87.0,Box Score,,17583.0,
"Mon, Dec 11, 2017",8:00 pm,Boston Celtics,85.0,Chicago Bulls,108.0,Box Score,,19617.0,
"Mon, Dec 11, 2017",10:30 pm,Portland Trail Blazers,104.0,Golden State Warriors,111.0,Box Score,,19596.0,
"Mon, Dec 11, 2017",8:00 pm,New Orleans Pelicans,123.0,Houston Rockets,130.0,Box Score,,18055.0,
"Mon, Dec 11, 2017",10:30 pm,Toronto Raptors,91.0,Los Angeles Clippers,96.0,Box Score,,16658.0,
"Mon, Dec 11, 2017",8:00 pm,Miami Heat,107.0,Memphis Grizzlies,82.0,Box Score,,14857.0,
"Mon, Dec 11, 2017",8:00 pm,Charlotte Hornets,116.0,Oklahoma City Thunder,103.0,Box Score,,18203.0,
"Tue, Dec 12, 2017",7:30 pm,Washington Wizards,98.0,Brooklyn Nets,103.0,Box Score,,14515.0,
"Tue, Dec 12, 2017",7:00 pm,Atlanta Hawks,114.0,Cleveland Cavaliers,123.0,Box Score,,20562.0,
"Tue, Dec 12, 2017",8:30 pm,San Antonio Spurs,89.0,Dallas Mavericks,95.0,Box Score,,19874.0,
"Tue, Dec 12, 2017",7:00 pm,Denver Nuggets,103.0,Detroit Pistons,84.0,Box Score,,15480.0,
"Tue, Dec 12, 2017",9:30 pm,Philadelphia 76ers,118.0,Minnesota Timberwolves,112.0,Box Score,OT,14659.0,
"Tue, Dec 12, 2017",7:00 pm,Los Angeles Lakers,109.0,New York Knicks,113.0,Box Score,OT,19359.0,
"Tue, Dec 12, 2017",10:00 pm,Phoenix Suns,92.0,Sacramento Kings,99.0,Box Score,,17583.0,
"Wed, Dec 13, 2017",7:30 pm,Denver Nuggets,118.0,Boston Celtics,124.0,Box Score,,18624.0,
"Wed, Dec 13, 2017",8:00 pm,Utah Jazz,100.0,Chicago Bulls,103.0,Box Score,,18102.0,
"Wed, Dec 13, 2017",9:30 pm,Charlotte Hornets,96.0,Houston Rockets,108.0,Box Score,,16509.0,
"Wed, Dec 13, 2017",7:00 pm,Oklahoma City Thunder,100.0,Indiana Pacers,95.0,Box Score,,17923.0,
"Wed, Dec 13, 2017",7:30 pm,Portland Trail Blazers,102.0,Miami Heat,95.0,Box Score,,19600.0,
"Wed, Dec 13, 2017",8:00 pm,Milwaukee Bucks,108.0,New Orleans Pelicans,115.0,Box Score,,16863.0,
"Wed, Dec 13, 2017",7:00 pm,Los Angeles Clippers,106.0,Orlando Magic,95.0,Box Score,,16011.0,
"Wed, Dec 13, 2017",9:00 pm,Toronto Raptors,115.0,Phoenix Suns,109.0,Box Score,,15517.0,
"Wed, Dec 13, 2017",7:00 pm,Memphis Grizzlies,87.0,Washington Wizards,93.0,Box Score,,15297.0,
"Thu, Dec 14, 2017",7:30 pm,Detroit Pistons,105.0,Atlanta Hawks,91.0,Box Score,,13548.0,
"Thu, Dec 14, 2017",7:30 pm,New York Knicks,111.0,Brooklyn Nets,104.0,Box Score,,17732.0,
"Thu, Dec 14, 2017",8:00 pm,Los Angeles Lakers,112.0,Cleveland Cavaliers,121.0,Box Score,,20562.0,
"Thu, Dec 14, 2017",10:30 pm,Dallas Mavericks,97.0,Golden State Warriors,112.0,Box Score,,19596.0,
"Thu, Dec 14, 2017",8:00 pm,Sacramento Kings,96.0,Minnesota Timberwolves,119.0,Box Score,,11126.0,
"Fri, Dec 15, 2017",7:30 pm,Utah Jazz,107.0,Boston Celtics,95.0,Box Score,,18624.0,
"Fri, Dec 15, 2017",7:00 pm,Miami Heat,104.0,Charlotte Hornets,98.0,Box Score,,15565.0,
"Fri, Dec 15, 2017",9:00 pm,New Orleans Pelicans,111.0,Denver Nuggets,117.0,Box Score,OT,17584.0,
"Fri, Dec 15, 2017",9:30 pm,San Antonio Spurs,109.0,Houston Rockets,124.0,Box Score,,18055.0,
"Fri, Dec 15, 2017",7:00 pm,Detroit Pistons,104.0,Indiana Pacers,98.0,Box Score,,14687.0,
"Fri, Dec 15, 2017",8:00 pm,Atlanta Hawks,94.0,Memphis Grizzlies,96.0,Box Score,,15803.0,
"Fri, Dec 15, 2017",8:00 pm,Chicago Bulls,115.0,Milwaukee Bucks,109.0,Box Score,,16921.0,
"Fri, Dec 15, 2017",7:00 pm,Portland Trail Blazers,95.0,Orlando Magic,88.0,Box Score,,16963.0,
"Fri, Dec 15, 2017",7:00 pm,Oklahoma City Thunder,119.0,Philadelphia 76ers,117.0,Box Score,3OT,20612.0,
"Fri, Dec 15, 2017",7:30 pm,Brooklyn Nets,87.0,Toronto Raptors,120.0,Box Score,,19800.0,
"Fri, Dec 15, 2017",7:00 pm,Los Angeles Clippers,91.0,Washington Wizards,100.0,Box Score,,15442.0,
"Sat, Dec 16, 2017",7:00 pm,Portland Trail Blazers,93.0,Charlotte Hornets,91.0,Box Score,,16687.0,
"Sat, Dec 16, 2017",7:30 pm,Utah Jazz,100.0,Cleveland Cavaliers,109.0,Box Score,,20562.0,
"Sat, Dec 16, 2017",8:00 pm,Milwaukee Bucks,111.0,Houston Rockets,115.0,Box Score,,18055.0,
"Sat, Dec 16, 2017",9:00 pm,Boston Celtics,102.0,Memphis Grizzlies,93.0,Box Score,,17794.0,
"Sat, Dec 16, 2017",8:00 pm,Los Angeles Clippers,85.0,Miami Heat,90.0,Box Score,,19600.0,
"Sat, Dec 16, 2017",8:00 pm,Phoenix Suns,108.0,Minnesota Timberwolves,106.0,Box Score,,18109.0,
"Sat, Dec 16, 2017",7:30 pm,Oklahoma City Thunder,96.0,New York Knicks,111.0,Box Score,,19812.0,
"Sat, Dec 16, 2017",8:30 pm,Dallas Mavericks,96.0,San Antonio Spurs,98.0,Box Score,,18418.0,
"Sun, Dec 17, 2017",6:00 pm,Indiana Pacers,109.0,Brooklyn Nets,97.0,Box Score,,13934.0,
"Sun, Dec 17, 2017",4:00 pm,Orlando Magic,110.0,Detroit Pistons,114.0,Box Score,,16312.0,
"Sun, Dec 17, 2017",3:30 pm,Sacramento Kings,93.0,Toronto Raptors,108.0,Box Score,,19800.0,
"Sun, Dec 17, 2017",6:00 pm,Cleveland Cavaliers,106.0,Washington Wizards,99.0,Box Score,,20356.0,
"Mon, Dec 18, 2017",7:30 pm,Miami Heat,104.0,Atlanta Hawks,110.0,Box Score,,14227.0,
"Mon, Dec 18, 2017",8:00 pm,Philadelphia 76ers,115.0,Chicago Bulls,117.0,Box Score,,20796.0,
"Mon, Dec 18, 2017",7:00 pm,New York Knicks,91.0,Charlotte Hornets,109.0,Box Score,,15386.0,
"Mon, Dec 18, 2017",8:30 pm,Phoenix Suns,97.0,Dallas Mavericks,91.0,Box Score,,19245.0,
"Mon, Dec 18, 2017",8:00 pm,Utah Jazz,99.0,Houston Rockets,120.0,Box Score,,18055.0,
"Mon, Dec 18, 2017",7:00 pm,Boston Celtics,112.0,Indiana Pacers,111.0,Box Score,,16055.0,
"Mon, Dec 18, 2017",10:30 pm,Golden State Warriors,116.0,Los Angeles Lakers,114.0,Box Score,OT,18997.0,
"Mon, Dec 18, 2017",8:00 pm,Portland Trail Blazers,107.0,Minnesota Timberwolves,108.0,Box Score,,14187.0,
"Mon, Dec 18, 2017",8:00 pm,Denver Nuggets,94.0,Oklahoma City Thunder,95.0,Box Score,,18203.0,
"Mon, Dec 18, 2017",8:30 pm,Los Angeles Clippers,91.0,San Antonio Spurs,109.0,Box Score,,18418.0,
"Tue, Dec 19, 2017",8:00 pm,Cleveland Cavaliers,116.0,Milwaukee Bucks,119.0,Box Score,,18717.0,
"Tue, Dec 19, 2017",7:00 pm,Sacramento Kings,101.0,Philadelphia 76ers,95.0,Box Score,,20558.0,
"Tue, Dec 19, 2017",7:00 pm,New Orleans Pelicans,106.0,Washington Wizards,116.0,Box Score,,16529.0,
"Wed, Dec 20, 2017",7:30 pm,Indiana Pacers,105.0,Atlanta Hawks,95.0,Box Score,,14830.0,
"Wed, Dec 20, 2017",7:30 pm,Miami Heat,90.0,Boston Celtics,89.0,Box Score,,18624.0,
"Wed, Dec 20, 2017",7:30 pm,Sacramento Kings,104.0,Brooklyn Nets,99.0,Box Score,,13179.0,
"Wed, Dec 20, 2017",8:00 pm,Orlando Magic,94.0,Chicago Bulls,112.0,Box Score,,20285.0,
"Wed, Dec 20, 2017",7:00 pm,Toronto Raptors,129.0,Charlotte Hornets,111.0,Box Score,,15023.0,
"Wed, Dec 20, 2017",8:30 pm,Detroit Pistons,93.0,Dallas Mavericks,110.0,Box Score,,19580.0,
"Wed, Dec 20, 2017",9:00 pm,Minnesota Timberwolves,112.0,Denver Nuggets,104.0,Box Score,,17002.0,
"Wed, Dec 20, 2017",10:30 pm,Memphis Grizzlies,84.0,Golden State Warriors,97.0,Box Score,,19596.0,
"Wed, Dec 20, 2017",8:00 pm,Los Angeles Lakers,122.0,Houston Rockets,116.0,Box Score,,18055.0,
"Wed, Dec 20, 2017",10:30 pm,Phoenix Suns,95.0,Los Angeles Clippers,108.0,Box Score,,17151.0,
"Wed, Dec 20, 2017",8:00 pm,Utah Jazz,79.0,Oklahoma City Thunder,107.0,Box Score,,18203.0,
"Wed, Dec 20, 2017",10:00 pm,San Antonio Spurs,93.0,Portland Trail Blazers,91.0,Box Score,,19393.0,
"Thu, Dec 21, 2017",7:00 pm,Chicago Bulls,112.0,Cleveland Cavaliers,115.0,Box Score,,20562.0,
"Thu, Dec 21, 2017",8:00 pm,Boston Celtics,93.0,New York Knicks,102.0,Box Score,,19812.0,
"Thu, Dec 21, 2017",7:00 pm,Toronto Raptors,114.0,Philadelphia 76ers,109.0,Box Score,,20680.0,
"Thu, Dec 21, 2017",9:00 pm,Memphis Grizzlies,95.0,Phoenix Suns,97.0,Box Score,,16339.0,
"Thu, Dec 21, 2017",10:30 pm,San Antonio Spurs,89.0,Utah Jazz,100.0,Box Score,,18306.0,
"Fri, Dec 22, 2017",7:30 pm,Washington Wizards,84.0,Brooklyn Nets,119.0,Box Score,,15589.0,
"Fri, Dec 22, 2017",7:00 pm,New York Knicks,101.0,Detroit Pistons,104.0,Box Score,,16922.0,
"Fri, Dec 22, 2017",10:30 pm,Los Angeles Lakers,106.0,Golden State Warriors,113.0,Box Score,,19596.0,
"Fri, Dec 22, 2017",8:00 pm,Los Angeles Clippers,128.0,Houston Rockets,118.0,Box Score,,18055.0,
"Fri, Dec 22, 2017",8:00 pm,Dallas Mavericks,101.0,Miami Heat,113.0,Box Score,,19600.0,
"Fri, Dec 22, 2017",8:00 pm,Charlotte Hornets,104.0,Milwaukee Bucks,109.0,Box Score,,17018.0,
"Fri, Dec 22, 2017",8:00 pm,Atlanta Hawks,117.0,Oklahoma City Thunder,120.0,Box Score,,18203.0,
"Fri, Dec 22, 2017",7:00 pm,New Orleans Pelicans,111.0,Orlando Magic,97.0,Box Score,,18846.0,
"Fri, Dec 22, 2017",10:00 pm,Denver Nuggets,102.0,Portland Trail Blazers,85.0,Box Score,,19473.0,
"Sat, Dec 23, 2017",7:30 pm,Dallas Mavericks,107.0,Atlanta Hawks,112.0,Box Score,,13402.0,
"Sat, Dec 23, 2017",7:30 pm,Chicago Bulls,92.0,Boston Celtics,117.0,Box Score,,18624.0,
"Sat, Dec 23, 2017",7:00 pm,Milwaukee Bucks,106.0,Charlotte Hornets,111.0,Box Score,,18363.0,
"Sat, Dec 23, 2017",8:30 pm,Denver Nuggets,96.0,Golden State Warriors,81.0,Box Score,,19596.0,
"Sat, Dec 23, 2017",7:00 pm,Brooklyn Nets,119.0,Indiana Pacers,123.0,Box Score,OT,17107.0,
"Sat, Dec 23, 2017",9:30 pm,Portland Trail Blazers,95.0,Los Angeles Lakers,92.0,Box Score,,18997.0,
"Sat, Dec 23, 2017",8:00 pm,Los Angeles Clippers,112.0,Memphis Grizzlies,115.0,Box Score,,16844.0,
"Sat, Dec 23, 2017",8:00 pm,New Orleans Pelicans,109.0,Miami Heat,94.0,Box Score,,19600.0,
"Sat, Dec 23, 2017",9:00 pm,Minnesota Timberwolves,115.0,Phoenix Suns,106.0,Box Score,,16482.0,
"Sat, Dec 23, 2017",10:00 pm,San Antonio Spurs,108.0,Sacramento Kings,99.0,Box Score,,17583.0,
"Sat, Dec 23, 2017",5:00 pm,Philadelphia 76ers,86.0,Toronto Raptors,102.0,Box Score,,19800.0,
"Sat, Dec 23, 2017",8:00 pm,Oklahoma City Thunder,103.0,Utah Jazz,89.0,Box Score,,18306.0,
"Sat, Dec 23, 2017",7:00 pm,Orlando Magic,103.0,Washington Wizards,130.0,Box Score,,17218.0,
"Mon, Dec 25, 2017",5:30 pm,Washington Wizards,111.0,Boston Celtics,103.0,Box Score,,18624.0,
"Mon, Dec 25, 2017",3:00 pm,Cleveland Cavaliers,92.0,Golden State Warriors,99.0,Box Score,,19596.0,
"Mon, Dec 25, 2017",10:30 pm,Minnesota Timberwolves,121.0,Los Angeles Lakers,104.0,Box Score,,18997.0,
"Mon, Dec 25, 2017",12:00 pm,Philadelphia 76ers,105.0,New York Knicks,98.0,Box Score,,19812.0,
"Mon, Dec 25, 2017",8:00 pm,Houston Rockets,107.0,Oklahoma City Thunder,112.0,Box Score,,18203.0,
"Tue, Dec 26, 2017",7:00 pm,Toronto Raptors,93.0,Dallas Mavericks,98.0,Box Score,,20005.0,
"Tue, Dec 26, 2017",9:00 pm,Utah Jazz,83.0,Denver Nuggets,107.0,Box Score,,17104.0,
"Tue, Dec 26, 2017",7:00 pm,Indiana Pacers,83.0,Detroit Pistons,107.0,Box Score,,20491.0,
"Tue, Dec 26, 2017",10:30 pm,Sacramento Kings,95.0,Los Angeles Clippers,122.0,Box Score,,16393.0,
"Tue, Dec 26, 2017",7:30 pm,Orlando Magic,89.0,Miami Heat,107.0,Box Score,,19600.0,
"Tue, Dec 26, 2017",8:00 pm,Chicago Bulls,115.0,Milwaukee Bucks,106.0,Box Score,,18717.0,
"Tue, Dec 26, 2017",9:00 pm,Memphis Grizzlies,97.0,Phoenix Suns,99.0,Box Score,,17105.0,
"Tue, Dec 26, 2017",8:30 pm,Brooklyn Nets,97.0,San Antonio Spurs,109.0,Box Score,,18492.0,
"Wed, Dec 27, 2017",7:30 pm,Washington Wizards,99.0,Atlanta Hawks,113.0,Box Score,,15763.0,
"Wed, Dec 27, 2017",8:00 pm,New York Knicks,87.0,Chicago Bulls,92.0,Box Score,,21883.0,
"Wed, Dec 27, 2017",7:00 pm,Boston Celtics,102.0,Charlotte Hornets,91.0,Box Score,,19611.0,
"Wed, Dec 27, 2017",10:30 pm,Utah Jazz,101.0,Golden State Warriors,126.0,Box Score,,19596.0,
"Wed, Dec 27, 2017",7:00 pm,Dallas Mavericks,98.0,Indiana Pacers,94.0,Box Score,,17923.0,
"Wed, Dec 27, 2017",10:30 pm,Memphis Grizzlies,109.0,Los Angeles Lakers,99.0,Box Score,,18997.0,
"Wed, Dec 27, 2017",8:00 pm,Denver Nuggets,125.0,Minnesota Timberwolves,128.0,Box Score,OT,18978.0,
"Wed, Dec 27, 2017",8:00 pm,Brooklyn Nets,113.0,New Orleans Pelicans,128.0,Box Score,,16707.0,
"Wed, Dec 27, 2017",8:00 pm,Toronto Raptors,107.0,Oklahoma City Thunder,124.0,Box Score,,18203.0,
"Wed, Dec 27, 2017",10:00 pm,Cleveland Cavaliers,95.0,Sacramento Kings,109.0,Box Score,,17583.0,
"Thu, Dec 28, 2017",8:00 pm,Houston Rockets,98.0,Boston Celtics,99.0,Box Score,,18624.0,
"Thu, Dec 28, 2017",8:00 pm,Minnesota Timberwolves,96.0,Milwaukee Bucks,102.0,Box Score,,18717.0,
"Thu, Dec 28, 2017",7:00 pm,Detroit Pistons,89.0,Orlando Magic,102.0,Box Score,,18846.0,
"Thu, Dec 28, 2017",10:30 pm,Philadelphia 76ers,110.0,Portland Trail Blazers,114.0,Box Score,,20104.0,
"Thu, Dec 28, 2017",8:30 pm,New York Knicks,107.0,San Antonio Spurs,119.0,Box Score,,18935.0,
"Fri, Dec 29, 2017",8:00 pm,Indiana Pacers,107.0,Chicago Bulls,119.0,Box Score,,21178.0,
"Fri, Dec 29, 2017",10:30 pm,Charlotte Hornets,111.0,Golden State Warriors,100.0,Box Score,,19596.0,
"Fri, Dec 29, 2017",10:30 pm,Los Angeles Clippers,121.0,Los Angeles Lakers,106.0,Box Score,,18997.0,
"Fri, Dec 29, 2017",8:00 pm,Brooklyn Nets,111.0,Miami Heat,87.0,Box Score,,19600.0,
"Fri, Dec 29, 2017",8:00 pm,Dallas Mavericks,128.0,New Orleans Pelicans,120.0,Box Score,,16878.0,
"Fri, Dec 29, 2017",8:00 pm,Milwaukee Bucks,97.0,Oklahoma City Thunder,95.0,Box Score,,18203.0,
"Fri, Dec 29, 2017",10:00 pm,Phoenix Suns,111.0,Sacramento Kings,101.0,Box Score,,17583.0,
"Fri, Dec 29, 2017",7:30 pm,Atlanta Hawks,98.0,Toronto Raptors,111.0,Box Score,,19800.0,
"Fri, Dec 29, 2017",7:00 pm,Houston Rockets,103.0,Washington Wizards,121.0,Box Score,,20356.0,
"Sat, Dec 30, 2017",7:30 pm,Portland Trail Blazers,89.0,Atlanta Hawks,104.0,Box Score,,15877.0,
"Sat, Dec 30, 2017",9:00 pm,Philadelphia 76ers,107.0,Denver Nuggets,102.0,Box Score,,19599.0,
"Sat, Dec 30, 2017",7:00 pm,San Antonio Spurs,79.0,Detroit Pistons,93.0,Box Score,,19671.0,
"Sat, Dec 30, 2017",8:30 pm,Memphis Grizzlies,128.0,Golden State Warriors,141.0,Box Score,,19596.0,
"Sat, Dec 30, 2017",7:00 pm,New York Knicks,105.0,New Orleans Pelicans,103.0,Box Score,,16947.0,
"Sat, Dec 30, 2017",7:00 pm,Miami Heat,117.0,Orlando Magic,111.0,Box Score,,18846.0,
"Sat, Dec 30, 2017",8:00 pm,Cleveland Cavaliers,101.0,Utah Jazz,104.0,Box Score,,18306.0,
"Sun, Dec 31, 2017",5:30 pm,Brooklyn Nets,105.0,Boston Celtics,108.0,Box Score,,18624.0,
"Sun, Dec 31, 2017",7:00 pm,Los Angeles Lakers,142.0,Houston Rockets,148.0,Box Score,2OT,18179.0,
"Sun, Dec 31, 2017",5:00 pm,Minnesota Timberwolves,107.0,Indiana Pacers,90.0,Box Score,,17923.0,
"Sun, Dec 31, 2017",7:00 pm,Charlotte Hornets,98.0,Los Angeles Clippers,106.0,Box Score,,17348.0,
"Sun, Dec 31, 2017",7:00 pm,Dallas Mavericks,116.0,Oklahoma City Thunder,113.0,Box Score,,18203.0,
"Sun, Dec 31, 2017",8:00 pm,Philadelphia 76ers,123.0,Phoenix Suns,110.0,Box Score,,16983.0,
"Sun, Dec 31, 2017",7:00 pm,Memphis Grizzlies,114.0,Sacramento Kings,96.0,Box Score,,17583.0,
"Sun, Dec 31, 2017",3:30 pm,Chicago Bulls,110.0,Washington Wizards,114.0,Box Score,,20356.0,
"Mon, Jan 1, 2018",7:30 pm,Orlando Magic,95.0,Brooklyn Nets,98.0,Box Score,,16164.0,
"Mon, Jan 1, 2018",8:00 pm,Portland Trail Blazers,124.0,Chicago Bulls,120.0,Box Score,OT,20860.0,
"Mon, Jan 1, 2018",8:00 pm,Los Angeles Lakers,96.0,Minnesota Timberwolves,114.0,Box Score,,18978.0,
"Mon, Jan 1, 2018",7:30 pm,Milwaukee Bucks,127.0,Toronto Raptors,131.0,Box Score,OT,19800.0,
"Tue, Jan 2, 2018",7:00 pm,Portland Trail Blazers,110.0,Cleveland Cavaliers,127.0,Box Score,,20562.0,
"Tue, Jan 2, 2018",10:30 pm,Memphis Grizzlies,105.0,Los Angeles Clippers,113.0,Box Score,,15711.0,
"Tue, Jan 2, 2018",7:30 pm,San Antonio Spurs,100.0,New York Knicks,91.0,Box Score,,19812.0,
"Tue, Jan 2, 2018",9:00 pm,Atlanta Hawks,103.0,Phoenix Suns,104.0,Box Score,,15921.0,
"Tue, Jan 2, 2018",10:00 pm,Charlotte Hornets,131.0,Sacramento Kings,111.0,Box Score,,17583.0,
"Wed, Jan 3, 2018",8:00 pm,Cleveland Cavaliers,88.0,Boston Celtics,102.0,Box Score,,18624.0,
"Wed, Jan 3, 2018",7:30 pm,Minnesota Timberwolves,97.0,Brooklyn Nets,98.0,Box Score,,16215.0,
"Wed, Jan 3, 2018",8:00 pm,Toronto Raptors,124.0,Chicago Bulls,115.0,Box Score,,20056.0,
"Wed, Jan 3, 2018",8:30 pm,Golden State Warriors,125.0,Dallas Mavericks,122.0,Box Score,,20212.0,
"Wed, Jan 3, 2018",9:00 pm,Phoenix Suns,111.0,Denver Nuggets,134.0,Box Score,,14079.0,
"Wed, Jan 3, 2018",10:30 pm,Oklahoma City Thunder,133.0,Los Angeles Lakers,96.0,Box Score,,18997.0,
"Wed, Jan 3, 2018",7:30 pm,Detroit Pistons,104.0,Miami Heat,111.0,Box Score,,19600.0,
"Wed, Jan 3, 2018",8:00 pm,Indiana Pacers,101.0,Milwaukee Bucks,122.0,Box Score,,15613.0,
"Wed, Jan 3, 2018",7:00 pm,Houston Rockets,116.0,Orlando Magic,98.0,Box Score,,18588.0,
"Wed, Jan 3, 2018",7:00 pm,San Antonio Spurs,106.0,Philadelphia 76ers,112.0,Box Score,,20642.0,
"Wed, Jan 3, 2018",9:00 pm,New Orleans Pelicans,108.0,Utah Jazz,98.0,Box Score,,18306.0,
"Wed, Jan 3, 2018",7:00 pm,New York Knicks,103.0,Washington Wizards,121.0,Box Score,,17206.0,
"Thu, Jan 4, 2018",8:00 pm,Golden State Warriors,124.0,Houston Rockets,114.0,Box Score,,18055.0,
"Thu, Jan 4, 2018",10:30 pm,Oklahoma City Thunder,127.0,Los Angeles Clippers,117.0,Box Score,,19068.0,
